sentence,sentiment
like it very much,1
pretty comfortable clothing just bit big than what expect,1
love the way it fit,1
and didnt shrink when wash it,0
great product would buy again,1
it wasnt use much yet,0
but very good so far,1
good value,1
fit well,1
great under sweater,1
product be as described fit as expect,1
thank you,1
it be gift for my husband and it fit perfectly,1
i buy it for him as golf shirt as he need something long sleeved yet lightweight,0
it be perfect,1
buy as gift,1
this make of shirt be perfect and will be buy more,1
buy this for my sil,1
he like it,1
not thick shirt at all just light and comfy,2
would recommend,1
nice shirt nice fit,1
good value for the money,1
i buy four,1
great fit,1
very good product for the price,1
after six wash they be still hold their color and very comfortable to wear,1
shirt be great,1
it come on time and item fit well,1
look great,1
what do expect,1
but size be large,0
great quality and fit,1
the fit and look,1
perfect fit,1
size be right on the money,1
not bad,2
it be big because erroneously order an xl instead of l,0
nice top,1
great,1
yes you can feel that its not cotton,2
but they fit,1
the problem with most store shirt these day be that the sleeve be always too short,0
great fit,1
my husband love it for work,1
look huge when you receive it,1
but its true to size,1
hold color well,1
love the shirt,1
very comfortable,1
fit well,1
really resist stain,1
perfect shirt right size,1
cant wait to order more,0
great item just too long for my husband,1
you get what you pay for,0
good to use at home,1
just as described,1
work perfectly for my work uniform,1
good than advertised recommend,1
the fit quality and price be great,1
really good quality long sleeve polo wear it to work alot everytime wash it it look brain new,1
perfecta,1
great fit,1
ok,1
fit prefect,1
keep it color and shape after many wash,1
still wear it often,0
these shirt look nice,1
but make very cheap,2
hole after wear it once,0
i like the way it fit,1
good product great price,1
comfortable and stylish,1
the shirt fit well,1
fyi,1
it be make of very thin material,2
nice shirt at reasonable price 👍🏾👍🏾,1
this be lightweight easy care no logo on the front,1
good,1
a nice casual shirt or under sweater,1
wash and dry quickly,0
the fit be great not to big nor to small true to size,2
washed several already and they didnt shrink,0
i be please with these polo,1
husband need one white and one black one for work,0
these be very affordable and well worth the buy,1
great quality,1
good fit good color material little thin,1
but guess fitting with price,1
material seem thin and do fit slightly small,2
great fit,1
able to wear with slack and jean,0
thanks,1
perfect work shirt,1
i have several embroider with my company logo,0
it be actually short sleeved,2
poor material amp,2
craftsmanship,0
great,1
good polo value,1
it fit as expect,1
everything be great except the sleeve be very long,1
like down to your elbow,1
perfect fit,1
great shirt,1
it work great for what need it for it be bit cheap so far as the fabric quality be concern,1
however for the price it be well then expect overall great product,1
this tshirt be too small,2
ive work men size large for year,0
this shirt be more of smallmedium,0
nice shirt fit well good fabric wash well didnt fade,1
have only wear once,0
but really like the way it feel,2
nice,1
perfect fit,1
nice lightweight comfortable to play golf in,1
if youre look for great buy this be it,1
look and feel great,1
my son just love these shirt,1
i order,0
it fit,1
but snug,0
very much like shirt with collar,1
thinner material,0
i get this for my son to wear to work,0
say it fit fine just right for the job,1
theyre good shirt for the money,1
but they run large,2
nice shirt for practice,1
lightweight and flexible during play,0
dry quickly if wet,0
like the shirt very much,1
smooth transaction shirt be little big on me,2
but will be ok,1
ill probably buy some more,1
you wan na feel like ron swanson get this,0
quality be as expect,1
very nice,1
material be durable and great for summer,1
fit well,1
it be for my grandson,1
nice shirt,1
material be not as smooth as would like,2
also it pick up lint easy,1
its little large,2
but its cool,1
great shirt for the money,1
not much cotton,2
ok,1
for what you be pay you be get your money worth,0
the best price and great quality,1
excellent,1
i like how long it be,1
but it fit small to be large shirt,2
fit perfectly,1
nice school uniform shirt,1
the fit be right and the material be not too thin,2
the purple color look nice too,1
nothing more to say luv it,0
a little thinner than expect,2
but still satisfy,0
fit nice little cheaply make,1
i dont think could have to many white polo for my husband,0
very nice material and very comfortable,1
very comfortable,1
wash and wear well,1
good polo for the price,1
im,0
and an xl fit me great,1
super thin material doesn ’ t fit well at all and just overall bad quality shirt,1
fit great,1
look really nice,1
arrive very quickly thank you,1
i wear small size,2
i order small size,2
but this one be too small for me,2
i like the product,1
use for sport,0
shirt that arrive be navy and long sleeved when what order be royal blue and short sleeve,0
wrong color,1
i wash it and wear it once and the seam be come apart,0
fit great,1
perfect for everyday use,1
fabric be little thin,2
but ok for the money,1
good shirt,1
good to go,1
great shirt,1
these be replacement for wear out shirt,0
good light summer shirt,1
he color be right its hard to mess up need break summer sun,0
i like the pool over style,1
great fit and color havent wash or print on yet,1
but will soon find out and will note that later,1
poor quality,2
the shirt do not wrinkle easily,2
keep shape after wash,1
size meet my expectation somewhat,0
the fabric use be very thin,0
acceptable up there,0
love em have amp,1
will buy more,1
ok shirt just to big for me,0
excellent fit and quality material,1
fit well be not real heavy shirt,1
i love these shirt,1
i buy bunch of them,1
bought this as gift for my brother,1
very soft and fit well,1
i use this product for work and it be perfect,1
an excellent shirt for the money,1
and its fairly wrinkle resistant,1
ok,1
perfect fit,1
i like it it keep me cool as well,1
perfect fit,1
excellent,1
i like it,1
the seller be awesome send me prepaid return voucher immediately complain that the shirt be lil too big,2
nice shirt tho,1
bien,0
buy this shirt in size large for my husband,0
he normally wear size large,0
but this shirt be little snug,2
it be good price so cant complain too much,1
since it be such good price go ahead and buy it in an extralarge for him,1
the extralarge fit lot well,1
it seem to fit him like most men size large normally fit,0
its decent quality shirt for the price would just suggest order the next size up unless you like the shirt to fit little more fitted,1
i be only able to wear it one time,0
for the money cant be beat,1
ok product,1
quality,1
perfect size,1
nice look,1
well make,1
run small,2
i take the navy color in this and size medium it be perfect and reasonable price,1
the picture of the shirt here look so nice,1
but when actually hold it in my hand the fabric be thin and too plain,2
with the price can find and buy similar shirt at the same price or little more with some style at local store,1
nice fit,1
nice fit comfortable and simple,1
excellent product amp,1
the fit size be amazing perfect,1
cant beat it for the price,1
great fit,1
will be order more,0
durable look good and fit as expect,1
really thin fabric,2
not what want,2
nice shirt for the price,1
very pleased with this order,1
exactly what want and happy with it,1
order men so could get loose fit,0
good,1
i love the shirt,1
i buy like or from them nice fit food material,1
the shirt arrive quickly and be very comfortable,1
i have order so far and plan to order more,0
this be very good shirt,1
fit well,1
good,1
good quality,1
very attractive medium weight shirt,0
still too warm to wear here now,0
but hopefully fall be come to us soon,0
beautiful fit,1
very large,0
would of be nice in the lg size,1
tshirt material,1
maybe wear it in the spring not in the winter,0
great all the way around,1
they be nice he like them,1
e recomendable buen precio para el trabajador del sur de florida que llueve sale el sol,0
fit fine not too loose not too tight,2
good quality great value,1
nice shirt to wear at the range and on the course,1
great fit,1
color choice price,1
mone,0
the sleeve be little long,2
but everything else be great,1
quality shirt,1
what else can say,0
fit well seem to survive washing,1
fabric be little scratchy,2
awesome polo,1
i own of these in different color,1
im thinking of buy some more,0
fit well,1
spot shield,0
good quality,1
great shirt good fit good price retains color,1
very nice shirt for the price,1
wore it on rainy day to test the sport shield and the water didnt go through and aside from perfect fit very high quality material too,1
confortable and didnt shrink when wash it,0
good long sleeve shirt,1
true to size great color for breast cancer awareness spirit at work,1
great price,1
fit be okay,1
good for work,1
all be perfect,1
thx,0
not as comfortable as would like,1
very well make polo for the price would buy again,1
very nice just what need,1
great shirt for the price,1
i like the fit very much,1
not real heavy weight spring or summer shirt,0
nice lightweight shirt great sun blocker,1
its to big and couldnt return it to get another one😭😭🤔,2
comfortable,1
good color,1
good price,1
excellent,1
material be nice and comfortable not to thick color be nice dark color as well some maroon come to light,1
it feel pretty cheap,2
but then it be be really cheap,2
nice fit,1
good texture for spring and fall,1
didnt shrink when wash,0
the feel of the material,1
got for my nephew,0
fit great,1
this shirt fit my fiancee great,1
we get him medium,0
he very lean and have wide shoulder,0
good fit,1
have some style,1
but be little funky with the sleeve and be make of very itchy fabric,2
still its good cheap polo,2
size and color be great,1
get large the arm be way to long,2
but its nice shirt,1
if you can deal with elbow length arm then would recommend,1
it be as advertised,1
fit as expect,1
great shirt,1
item arrive promptly and as described,1
great shirt for the price,1
actually use for an party and it be perfect,1
nice polo fit well,1
good purchase,1
great shirt,1
fit well and quite comfortable,1
wear them daily for work,1
this be great shirt high quality and just what be look for,1
fit like suppose to,1
shrink easily and seem to fit about size small than it should,2
very good shirt love it,1
good purchase will buy again,1
cotton material nice fit perfect length,1
as expect,1
great fit,1
love color,1
like the fit and the color,1
love the color nice and big,1
great shirt for the price,1
thank you,1
these look great,1
fit good too,1
nice shirt,1
great fit my husband really like it,1
wrinkle little when wash and dry,2
but overall quality shirt,1
i do not realize the grey would be so spotted,2
but guess it be okay,0
if you want solid color dont pick grey,1
perfect fit,1
i will buy more again,1
fit perfect,1
cant beat the price,1
perfect fit and comfortable,1
take on extended tour of europe in november and wear it nearly every day,0
it be comfortable and efficient,1
i still wear it on regular basis month later,0
very pleased,1
fit just right,1
order these for my son they love them,1
good quality good fit,1
the sleeve be to long and im tall that suck,0
very nice for the price,1
fitx as expect good shirt,1
buy two,1
might get another,0
fade just little,2
nice comfortable shirt,1
its kind of thin,0
but wear it under my sweater which work great,1
these be the best so comfy and good for work if youre business casual,1
the jerzees fit as expect and the deep rich color be perfect,1
the polo didnt fade when wash,2
i would recommend this product to friend,1
cheap will never buy again,2
it fit as expect,1
good quality shirt,1
i be please with them,1
great,1
soft fabric light and comfortable,1
very nice fitting,1
casual dress,1
my husband like the color of the shirt and the fit,1
great price on this item,1
husband like this shirt,1
the shirt fit real good don ’ t dry them,1
but the kept there color use them for work i ’ m real please with my purchase,1
bought for grandson fit good,1
perfect for my dad and great value,1
the material isnt what expect,1
very light weight,1
sleeve be short than normal,2
retains heat pretty well,1
have purchase several others of same product fit just fine after wash,1
satisfied,1
it be ok,1
need new color,1
comfy decent quality shirt,1
comfy decent quality shirt,1
like,1
i purchase this item to use at work,0
it fit great and be nice color,1
look and color,1
great,1
nice quality,1
good shirt good price,1
good product good price,1
fit great,1
love the fit feel and color,1
the color and fit,1
these fit very well so order more for total of,1
love the feel and fit,1
good shirt right color little larde,1
but very roomy,0
thats ok,0
a medium fit similar to large lee brand long sleeve shirt,0
but actually be little more roomy in the arm where the lee be really tight,2
take care in the drying as it will get old look fast if you heat in the dryer,0
it be satisfy to wear,0
worth the price,1
order long sleeve as describe get short sleeve as pictured,0
but fit as expect,1
not bad shirt for the price,2
excellent thank you,1
quality with low price,1
this shirt be huge,0
i order an xlarge and it fit like,1
fabric be rather thin,2
good,1
perfect fit good price,1
good quality and nice fit,1
fit great,1
a ok number shirt,1
it be nice fir and feel,1
nice shirt,1
very good buy,1
recommend,1
very good,1
product fit well and be comfortable,1
it fit perfectly and look great,1
nice look fit well and great color,1
look good after wash too,1
material feel cheap,2
very thin,0
great shirt for the price,1
fit well,1
it fit well,1
also wash great,1
good buy,1
love it,1
look good,1
nice material,1
fit perfectly,1
really like the shirt,1
comfortable nice fit awesome price,1
much darker purple than have expect,1
but still nice,1
i like that it be the right fit,1
i use them for work,0
nice material,1
still unknown,0
well make excellent value,1
fit good,1
great fit awesome fabric love it,1
shirt be very nice quality and fit well,1
its fine,1
but bite too large,0
looked nice on my husband,1
wash well nice fabric,1
item be as advertized fit good,1
i receive exactly how it be describe,1
affordable,1
fit to size and light weight material,1
meet my need,1
will be order few more,0
my husband be very happy,1
look good,1
fit perfectly,1
i love the color,1
cheap material fuzz ball after first wash,2
shirt arrive on time and be as advertised,1
fit great look even well with my team logo,1
great 👕 order couple more,1
as advertised,1
just what want,1
good product,1
fit great,1
not what expect,2
the material be very thin,2
worth its price,1
fit good,1
love the color,1
on the large side,2
but look great under sportcoat,1
i do an amazon search for men polo shirt with pocket,0
up come very long list that start go through,2
quickly come upon these by jerzees and since weve have such success with this brand before order several in different color,0
the shipment arrive promptly,1
what didnt arrive be pocket,2
none of the shirt have pocket the one thing want,0
extremely disappointed,2
ok,1
good,1
jerzees the only brand buy,1
i like this shirt,1
love the shirt,1
i will recommend to my co worker this shirt,1
thank you,1
nice shirt,1
a bit thin,2
but not too bad,2
easy fit and well make,1
a little snug at the arm and waist after wash,2
casual comfort,1
good shirt,1
nice deep color,1
this be very nice shirt at very good price,1
the quality be very good,1
i plan on purchase more,1
small,2
fit great,1
perfect fit,1
nice fit for me thank you,1
fit well look good,1
nice material,1
i order medium,0
but receive small,2
great fit,1
very good,1
great shirt for the price,1
sleeve be tight on my arm,2
very nice shirt,1
good shirt at good price,1
well worth the money,1
good quality,1
nice color with comfortable feel material,1
i like the feel of the material and that it be by jerzees,1
i recommend it to family and friend,1
fit good,1
very happy,1
receive with hole in the armpit,0
im not sure if this be oneoff issue,0
but purchase this in medium,0
but fit like an xl,1
great,1
very nice quality for the price,1
my son love them,1
i buy,1
the shirt fit nicely and be comfortable,1
fit my son perfect,1
great,1
it look nice,1
bright beautiful blue color and it fit my son well,1
product be as described,1
satisfied,1
great quality and fit,1
basic shirt use for work,0
fit well wash well,1
good color selection for the type of shirt,1
sleeve not too long or too short,2
soft fabric and color match what be represent,1
,1
this be great overall fit and the collar have not fold over,1
for the price good quality,1
very happy with shirt after first washing,1
great shirt,1
i cant wait to get another one,0
very comfortable and fit well,1
fit pefectly and nice material,1
great for the golf course not so great for casual day at work,1
my son wear the shirt to school as uniform,0
fit the way expect,1
good value shirt,1
great service great product,1
fit and feel great,1
beautiful fit,1
great shirt great price,1
good deal,1
pruce,0
nice shirt fit as expect,1
everyday wear,0
i like the way the clothes fit very comfortable,1
love it,1
fit as expect,1
because of that id recommend different product over this one,1
just the right size and fit,1
love the color,1
very comfortable and fit nicely,1
color very vibrant and size be perfect,1
very light and use for my work,0
good quality,1
it fit well,1
my son look nice in it,1
great shirt for the price,1
great shirt at fair price,1
as expect,1
good quality,1
wont be sure of the final fit until its washed,0
the initial fit be perfect,1
great shirt,1
thesis be great,1
no ironing and fit great,1
i buy this shirt as large,0
but think should of get extra lager,0
but they be nice shirt and will buy more,1
a little too long for medium,2
but it wasnt unbearable,0
comfy to wear all day,0
nice fit and feel,1
na,1
good,1
great product,1
very nice shirt,1
purchase for our employee,1
order xl receive xxxl didnt notice till after my wife have already wash it for me,0
very nice shirtbreslin like the pocket,1
fit well,1
size large,0
not too big,2
i like it,1
bought for mi son that be tall for an year old and fit perfect,1
item deliver on time it be as described,1
pretty soft and fit well,1
this shirt be rather nice shirt fit well and the spotshield do what it say it do,1
but maybe its little too good,1
it be so good itll repeal your own sweat and by that mean the shirt doesnt wick away moisture as one would hope it would,0
my recommendation be not to wear it in the summer and not to wear it,0
while do strenuous physical activity,0
good,1
sleeve start to come apart by the seam,2
less than three wear,0
great,1
material be too thin,2
son use work,0
great,1
it seem to repel spill,0
color be exactly as pictured,1
arrive the next day,1
wash up nicely,1
we couldnt be more pleased,1
happy with purchase great gift,1
nice,1
i love the the feel of this shirt,1
light weight,1
i use this for work,0
live log sleeve tee in winter,0
one of my favorite shirt,1
great shirt great price and excellent fit,1
item be very baggy around the arm and tight around the waist,2
maybe im just fatty,0
it would probably look ok on dwayne the rock johnson,0
very long arm,0
love these shirt,1
nice fit and feel wash great,1
best fit shirt ever have,1
wrinkle after dry,0
good,1
i like the fit style and look,1
the fit be perfect,1
great fit,1
great shirt for great price,1
actually good than expect,1
perfect inexpensive polo for work,1
good work shirt,1
the shirt look like they could fit someone who wear size,0
lil snug on the ole bug,0
but otherwise tit,1
poor quality overall material look fade after one wash and the stitching open up around the sleeve,2
great shirt,1
nice,1
i will get more great shirt,1
shirt fit as expect and be great color and quality,1
great,1
nothing to dislike use it as work shirt,0
good shirt,1
durable and comfortable,1
way too big,2
there great,1
not good,1
good,1
ok,1
a lil to large,0
but like it,1
this be short sleeve shirt,2
great fit,1
love this shirt,1
my third one,1
its exactly what expect,1
good product,1
very nice,1
you get what you pay for,0
the shirt shrunk to the size of woman medium after the first wash,2
so he never even wear it,0
nice,1
that ok,1
great,1
nice shirt great price,1
jerzees tagless pocketless polo with no flaw or damage,0
good product,1
fit be good,1
quality purchase,1
no comment,0
the best darn shirt on the market,0
as described,1
my husband work in the food business as manager and be require to wear dress casual shirt,0
this shirt we buy because it have stain guard,0
do not work it seem after the second wash,2
it do not seem to have stain guard on it after that,2
the shirt itself be good shirt,1
the stain guard do not work,2
unfortunately for us it be back to the draw board,2
they fit good and he like the color,1
nice and warm shirt,1
,1
fit perfect,1
not too long or too short,2
perfect if you have to tuck in your shirt for work,1
very cheap feel be good off go to walmart instead,2
great product for the price,1
looks good fit good good quality,1
snug fot,0
great for cold weather golf buy size up for loose fit on the fairway,1
great shirt for the money,1
fit well look good,1
good for work,1
very good great price,1
shirt be perfect,1
definitely fit the need,1
fit comfortably and wash nice,1
the shirt fit perfectly,1
nice shirt for the price,1
its more like tshirt than knit polo,1
but serve nicely as collared shirt for work purpose,1
the collar pilled little after the first washing and it hold lot of static electricity,0
even if you be use bounce dryer sheet,0
for eork it be eay to big and the material make me itch,0
niceeeeee,0
good product good price,1
but it take more than week from nj to fl,0
thin,0
but fit well,1
happpy,0
the price be great for team shirt,1
its just shirt,1
no more no le,0
i read review before make the purchase very good fit for my longarmed guy,1
ok shirt for the price,1
fit good,1
love the fit and style,1
product ok,1
the collar be lopsided,0
perfect work shirt,1
my husband doesnt like it,1
perfect,1
good,1
nice what expect,1
fit perfect,1
for the price its reasonable,1
great fit,1
the sleeve be bit longer than like,2
but overall good fit shirt,1
im around amp,0
weigh,0
fit my wife well,1
this shirt be for school use,0
it wash and dry good,1
polo shirt,0
it fit nicely,1
have have it for day only,0
comfortable,1
i order small it be way ok big amp,2
the color be not near what the picture show,2
it be almost white,0
order ash grey,0
i use it for work,0
only bad thing be that when you wash it the shirt the get small,2
i be large,0
but this fit more like an xl,1
nice,1
nice shirt,1
give as gift,1
it be fine,1
give what pay for them im satisfied with the fit and quality,1
i buy this as fsthers day gift for my son and he love it very good quality of material,1
great buy,1
i buy this on wear it to school be look so awesome 👏 in it,1
great quality for the price,1
be what expect,1
well do,1
good quality and nice fit,1
happy customer here,1
great shirt be exactly what expect,1
good,1
great fit,1
get this one for when it start get little cooler during the second half of the volleyball season,0
works great as volleyball referee shirt,1
be aware that it run bit large,2
i typically wear an xl shirt,0
but order large,0
base on some other review,0
the large fit perfectly,1
get two of them,0
very happy with this shirt,1
nice feel,1
fit well and look good,1
sweat proof,1
bought for my husband to wear to work,0
comfortable durable and fit well,1
shipping and cost be great,1
the color be much different in person than in picture,1
i would recommend take closer look at the color before buying and take note that the color be shade or two light,1
i love these polo shirt,1
i buy all the color,1
if there be more color would buy them instantly,1
nice polo fit as expect,1
good shirt,1
nice shirtwash up nice,1
very good,1
the shirt fit as described,1
great price,1
i wear these as work uniform,0
will order more,0
good shirt,1
bad material,2
very synthetic,0
i feel very sweaty when wear this,0
great quality for the price,1
they fulfill need that be professional look without break the bank,1
i will order more,0
inexpensive,1
just what be look for,1
love it,1
sleeve be gigantic,0
pretty good,1
but like it short,2
very bad material,2
its what expect for cheap shirt,2
fit nicely,1
attracts lot of hair in the dryer,0
perfect,1
wellmade,1
durable,1
slimming style,1
i like it,1
this ok,1
okay product,1
nice look shirt,1
nice,1
perfect,1
perfecto,1
great,1
very happy,1
fit well color be as depicted,1
buy them for work shirt,1
great quality fast delivery and great price,1
ok fit,1
not fab,0
color,1
star,0
price be good,1
i ’ m not fan of the elastic in the sleeve,0
fit as expect,1
order this instead of spending three time as much for my son school uniform,0
true to description fit great color last through many wash and it be great price,1
i will be buy more in the near future,1
i love it,1
buy these for the kid school uniform so far so good for the price,1
very happy with them,1
great polo and fast delivery,1
it fit as expect good material,1
delivery take bit longer though,2
good fit and look good,1
the shirt be great,1
soft and comfy and they fit as expect,1
the threading on the hem tore on the first wash,0
wouldnt buy again,1
perfect,1
have to get these for work fit great fast shipping and they dont shrink down to nothing like some brand do,1
would definately recommend if youre look for plain color polo,1
nice and comfortable,1
the price be great,1
but the size be just bit small compare to my other xl,2
if you need regular fit as compare to trim or slim fit this shirt might right bit snug,0
just what be look for at great price,1
great shirt,1
tough affordable and good fit,1
na,1
excellent,1
i get more than expect from this brand and be very satisfied,1
fine,1
love this shirt,1
work great for my husband ’ s work shirt,1
fit good and seem to last,1
nice,1
love these shirt,1
great value look good,1
fit excellent fast delivery,1
well make and very comfortable,1
perfect for summer time weather,1
my son will like these for work,1
great,1
good quality and wash well maintain color and shape,1
great price,1
love the color,1
excellent shirt for the price,1
nice and breezy,1
fit great,1
comfortable,1
great for the price,1
thanks,1
you get what you pay for,0
this shirt be very poor quality,2
im very disappointed,0
this shirt be comfortable and still professional,1
just ok,1
great fit,1
just what you expect,1
no obvious brand very plain it make good work shirt,1
good cheap polo shirt fit good,1
good shirt,1
exactly what think be order,1
like the color,1
buy size small than you need,2
feel very comfortable,1
i like it,1
they fit perfect,1
good price for simple easy to wear,1
great shirt,1
size small prior to wash,2
rip way too easily from the slight pull,2
there be reason buy shirt style fit and color,1
this polo shirt meet all my expectation of style fit and color,1
i be very satisfied with it and like for the color and fit,1
i would recommend this polo shirt to family and friend,1
i like the delivery time and the color,1
but the fabric be not to my liking,2
nice and comfortable,1
everything be as described good quality sizing be accurate well pack and ship and highly recommend this product,1
click thumb up if you find my review helpful,0
thanks,1
very happy with the quality and fit of my shirt,1
good deal at good price,1
perfect,1
mala calidad,0
cheap quality,2
right on the money 👍,1
fit perfect,1
love it,1
bad quality,2
will not buy again,2
great,1
one of the polo have stain on the collar,2
perfect,1
these long sleeve shirt be great,1
its light weight great quality and perfect to wear under your clothes,1
love these shirt,1
quality material,1
love one be go to love them too,1
thank you so much,1
it feel nice and good price,1
love it,1
school uniform,0
shirt fit fine,1
a tad too big,0
but thats my fault,0
i want them roomy to wear to work,0
overall great lightweight shirt to work in at very reasonable price,1
i like that,1
great buy,1
love it,1
sent wrong shirt cheaply make would never wear it,0
would never return to this site,2
pretty color good fit,1
great shirt,1
nice fit nice look,1
well worth the price,1
nice shirt,1
good price,1
very rugged shirt,0
love the shirt,1
terrible fit,1
poor quality and cheap material,2
not to mention the packaging be horrible,2
it come pretty much stuffed into an envelop all wrinkle and look worn,2
very disappointed,2
oh and have to pay for ship to return it,2
good,1
good fit,1
perfect as my son work shirt,1
love it,1
great shirt,1
simple and comfortable,1
i will buy more color,1
great buy,1
nice polo thin,1
but not to thin id say this be more for someone who want something breathable maybe for something active didnt know the difference between pique and jersey,0
but now that know id prefer pique over this this feel like it wont last dont get white because its see through and this isnt cotton so be aware thats why it might feel light and thinner,2
fit great,1
nice shirt need them for my work,1
arrive in timely manner,1
i will be order them again in the future,1
well fit shirt,1
i use this product as work uniform,1
outstanding,0
the shirt fit great wash and dry without shrink or losing shape if son would stop grow should last entire school year,1
nice fit very breathable,1
nice material good stitching fit well,1
i like the shirt lot,1
but have to get small size next time,2
they have little bit big size,2
i order medium shirt for my kid and its little bit big,2
i havent wash it yet if this shrink it will be perfect for him,1
excelente,1
fit good,1
make well,1
not as breathable as would like,2
great value and fit,1
it say it be spot shield not quite,2
otherwise it fit just fine,1
great fit and cloth,1
nice color,1
will buy again,1
good shirt for the price wear good make good golf shirt,1
shirt fit good and have long tail that will stay in your pant or short,2
great for my use to have work shirt,1
quality be ok for the price,1
i order shirt recd one medium,0
miss shirt extra large,2
cheap,2
but low quality guess shouldnt be surprise at that combo,2
just what expect 👍,1
the price,1
nice shirt for the price,1
everything,1
dress policy at work changed and require that we wear collared shirt now,0
i use to be able to wear long sleeve tee in winter time,0
these shirt be basically long sleeve tshirts with collar and love it,1
great shirt for the price,1
i have buy more since,1
it fit me perfectly,1
good comfortable shirt,1
cotton might be good,1
the shirt be very thin,0
very nice shirt,1
love them the quality be great,1
well make,1
thank you,1
i would by them again in heartbeat,0
could not find anyone in the store,0
i like it just little too tight,2
good shirt for the money,1
i think for sure order large,0
but get small,2
it didnt discover that until after wash it,0
all good,1
men large should be woman large,2
fair,1
didnt use them too big and smell bad,2
love shirt go perfect with tennis shoe the fit be comfortable material be soft great price would definely recommend product,1
i like the color,1
nice color selection,1
soft material,1
fit well,1
perfect,1
great product,1
perfectjust order more for my son,0
thanks,1
great fit on my son,1
dc,0
great long sleeve shirt for the office,1
perfect for true to size hasnt fade or shrunk,1
ill be buy more for work,1
comfortable,1
nice shirt for the value,1
i like it,1
look good,1
perfect,1
i order xxxl shirt which be normally very loose on me,0
the shirt get could not even put over my head and pull it down,2
when get this shirt and take it out of the package be pleasantly surprized,0
then put it on to find it be kid shirt in size,0
luckily have year old grandson,0
tat it do fit,1
im not sure about there other shirt,0
but this one should rate do not buy,2
thought it would be more dryfittylike so ok,0
definitely not bad for price,2
not bad at all,2
so as expect and such,1
comfortable,1
my grandson love them,1
pro fit well comfortable,1
con attract every piece of lint in five mile radius,0
price for quality,1
a bit large good quality though,2
my husband love them want more of them for golf,1
i like how the material felt and the way it fit,2
but good overall,1
love the dhio,1
like the shirt,1
good,1
ok,1
love it,1
totally satisfied,1
as advertised,1
adequate,1
consider the very reasonable price it be not bad except it be one size too big,2
bought for my son,0
he wear medium,0
but this be way too small,2
great polo shirt fit great,1
thin material fit poorly,2
what charge to ship back,0
this be wide extra large,0
very good product doesnt feel cheap amp,1
very comfortable,1
good stuff really soft fine color good transportation,1
come as promise,0
love this shirt be wear it now and it feel great,1
very comfy great value for the price,1
highly recommended,1
it be ship fast,1
but fit just little big,2
happy,1
the quality be poor,2
but since return be not free decides to keep it then,2
shirt be of ok quality,1
but its over size,0
good shirt for big guy,1
polo shirt be of good quality and fit well,1
it come in bag and be great,1
ok,1
👌🏼,0
much as expect,1
no complaint nice quality,1
i expect the shirt to have polo sign on the front,1
as it be resembles poor quality,2
very good shirt,1
fit ad expect and good quality,1
recomendado,0
great product,1
will order more,0
the fabric be soft and the shirt fit great,1
great product,1
great price,1
comfortable and doesn ’ t fade,1
excellent,1
any amp,0
all,1
they be just want we need,1
they fit as expect and wash up nicely,1
great fit and very fast delivery,1
gift,1
comfortable,1
great for workwear,1
these be great for work,1
no moon here lol im very happy with these shirt stain proof wal mart smile,0
a solid polo for the money,1
very good fit well,1
material be pretty thin,2
they fit,1
the fit be horrible ordered one size med do not fit right sent back ship expensive to send back order small and doesnt fit well,2
nice clean black polo shirt,1
fit as expecteddid not shrink,0
great fit very comfortable,1
no good,1
great shirt,1
my husband love these shirt,1
all four buy fit like every other medium shirt he own,1
great casual shirt to wear out amp,1
about,1
good value,1
i like it,1
nice shirt good quality,1
the sleeve be bit long,2
the material doesnt breathe very well so you tend to get very hot,1
i work in the service industry,0
little tight particularly in sleeve,2
perfect,1
this shirt where for my dad for his birthday present and he like them very much,1
great color for men,1
fit well,1
but be not super comfortable,1
i guess the polyester be why,0
it be tough shirt though,1
good quality color as expect,1
thin material,2
but perfect normal fit,1
this be an excellent shirt at great price,1
i have wear the short sleeve version of this shirt for year and love the fit,1
this shirt fit perfectly and unlike many similar,1
but more expensive brand the sleeve be long enough that they dont move when you lift your arm up,0
the cuff hug your wrist and stay put,0
i have more of these on order,0
all can say fast shipment and exactly what be look for,1
thank you so much and look to buy some more,1
the fit have to be little more loose around the torso,2
great,1
great,1
fit ok little big,2
but comfortable,1
awesome quality shirt,1
horrible estrellas,0
i get this shirt for my sister,0
she have to wear green shirt at work and she love it,1
thank you,1
good for the price,1
all good,1
item as described,1
fast shipping,1
perfect,1
thin fabric and flimsy collar,2
material be very thin it tend to get worn down very quickly,2
fit good length little high so need to in the shirt in jean,1
cloth quality be not much good,1
excellent shirt,1
excellent,1
not to heavy not to thin,2
a,1
little girl short sleeve,2
wrong product,1
use it as bathroom floor rag not worth my time and effort to return it,2
great comfortable shirt that seem to be very well make,1
just right,1
it fit as the size chart,0
many compliment,1
i like to cook,1
i should wear an apron,0
but usually dont,0
hour after put on one of these shirt bacon grease get me right in the belly,0
put it in the wash and its go,0
great,1
excellent,1
it be simple thing,1
i dont like,1
it hold the sweat in do not breath,0
great fit great color,1
love the material,1
a little thinner material than most,2
but be almost linen feel to it rather than standard cotton polo,2
great shirt,1
like,1
size be large and quality be not really good,2
fast ship great price,1
we be order more soon,1
fit as expect and arrive when promise,1
i love it,1
wrinkle wrinkle,2
its fine nothing special,1
material be not great,1
rough,0
would not purchase again,2
