sentence,sentiment
but this fabric once ironed should stay pretty crisp if you make sure to hang it when you_e done,0
"i thought a stretch neck, or fabric with a little more give would be a great feature for a formal dress shirt,",0
"but i grabbed a handful of fabric and tugged, in both the neck and body of the shirt, there was no give at all",0
"i didn_ find anything particularly stretchy in the collar, it did have some give,",0
but don_ expect it to stretch like women_ leggings,0
"i found the lighter patches along the tops of the shoulders a bit distracting,",0
but the look is plainly evident in the listing pics  check out the pics of the models back,0
"it_ a regular fit,",0
"but for me it fit close to that of a fitted shirt, this one was not at all boxy",0
it is on the thinner side and needed  a t shirt underneath,0
but other than that it_ a nicely made shirt with good quality,1
i don't really notice the stretch collar feature unless i try stretching it by hand -,0
but it certainly doesn't hurt,0
"can be washed and cared for at home,",1
but looks best when professionally cleaned and pressed,0
"the color is nice, totally subjective i know",1
"but i like it, fit and finish are very good",1
but still enough room in the collar,0
i was sceptical about getting the shirts,2
but now i have three we really like them,1
"so, what?_s the problem?  well, when i put it on and with my hands at my side everything is great,",2
"however if i move my arms or do almost anything, the sleeves become 1-3 inches too short and i must return my hands to my sides and pull the sleeves back down",2
"i typically wear brooks brothers non-iron shirts, and",0
"while these aren't the same quality, they are definitely comparable to brands such as calvin klein",1
"this is marketed as a 'regular fit', and",0
while i am certainly a large guy,0
"overall, it's not an awful shirt,",0
"but if you've got access to a costco, the choice for a $20 men's dress shirt is easy, and it's not amazon basics",2
i first got this size shirt in the slim fit,0
"but was a little too tight for me, wanted more maneuverability of my arms",2
but he doesn't mind that his undershirt shows through,0
but if you are a big size man then this is not the shirt for you,0
the label says cotton,0
but i have my doubts,2
"sorry, amazon,",2
but this is bad,2
"thin,",0
but i wear a black undershirt,0
"also it is 100% cotton, fit is a bit snug on chest ,",1
but it may get worse with washing,2
"not to knock my other shirts, because i still love them as well",0
but i am definitely buying these from now on,1
"is a little bigger, not in the way i would like-so a nice, good looking fit is sometimes difficult to achieve,",0
but this shirt manages to make me feel comfortable and make me look nice and fitted,1
i cannot vouch for it's durability over time,1
"but for the price, i will come back to buy another",1
these shirts are very nice,2
but the cut is too snug for me,2
but now the second shirt has also ripped in a similar fashion,2
"being retired i don't wear a dress shirt that often,",1
but when i do  i don't want to have to fight to get dressed,1
don't know how many shirts i have offhand,2
"i was disappointed as i really like the amazon polo t-shirts for warmer months,",2
but i won't be buying any more of these,2
i normally where a 17??,0
but ordered a 17 1/2,0
collee was great,1
but chest and waste was tight,2
fits fine,1
but definitely not breathable nor comforrable to wear,2
i wasn?_t sure at first when i purchased it because it was an amazon branded shirt,0
but it?_s one of my favorites,1
"however, when the shirt was delivered, the color was not the shade that i ordered",2
"this is just my personal taste,",0
"but i wanted to wear this with a suit and tie, and the stripes seemed too bold for me to do that",2
"5"" longer",2
but that is not a major issue,0
"i have lots of higher end, more expensive shirts,",0
but this one is in my weekly rotation during the summer,1
"the first shirt i ordered with 32""-33"" sleeve length,",0
but they were too short,2
but it works nicely for church every week,1
but the rest of the shirt fit him perfectly,1
but i am a chesty female,0
"i am sure there are others with smoother fabric,",0
but not for this price,0
so i bought 3 of the slim fit as i normally fit in them better,1
but the amazon regular fit is actually pretty slim and a better fit for me,1
my husband is very muscular,0
but short so finding him shirts is a struggle,0
"the only complaint was that it was a little tighter on the shoulder/upper chest,",2
but not bad,2
"initially, they fit great,",2
but the shirts shrunk about 2 sizes after washing and drying and no longer fit at all,2
i've worn a 16 1/2 x 34 dress shirt for over 20 years,2
but this shirt did not fit me,2
however the body is more like a slim fit cut and that?_s a problem when you?_re a bigger guy like myself,2
but it is ridiculous,2
"everything about the shirt is very good, the quality of fabric is fine, i would think you needed more thread count",1
but then the price may go up,1
"fabric is not the softest,",1
but i'd pick this shirt over the competitors who offer shirts at 3x the price,1
"product for arm length and neck size fits accordingly,",2
but the shirt doesn't match typical dimensions further down the chest and is extremely tight,2
"the shirt is marked as cotton,",2
but it sure looks like polyester,2
might just be a little below a name brand shirt,1
but i am happy,1
sleeves are longer than i expected,1
"but otherwise the shirt looks great, doesn?_t wrinkle much and is a great value",1
preparing to order more,1
"but, alas, they have been discontinued",1
"similar quality to local retailers,",1
but much less expensive,1
after drying it needed to be ironed,1
but since i won't be wearing it very much it was ok,1
"very nicely made,",2
but too tight in the waist,2
the shits wash well don't need much iron,2
but a bit small the sleeves and the chest,2
"while it was listed as ""regular"" fit, it was closer to ""trim"" fit, it seemed",2
certainly not see through,0
but not thick like oxford cloth,0
"product is not the quality of some higher end brands,",0
but its not priced like them either,0
"as far as wrinkle resistant, not as good as brooks brothers,",1
but not a $135 shirt either,1
not sure on overall durability yet,1
but would buy again,1
my son wore this to work and,1
while the fit was good,1
a little scratchy,0
but good for the price,0
this medium long sleeve shirt fix my 5ft 6in body well,2
but it came little short on the sleeve,2
looked nice,2
but a little tight at stomach,2
the product fit well for the first few weeks,2
but then after the first wash it just fit weird,2
the shirt fit itself is good,2
however after washing it is extremely wrinkly and attracts lint as if it was itself a lint roller,2
"i got a 34/35 sleeve,",2
but if fit like a 35/36,2
it was just what i wanted a well made shirt i just got a size to small i haven't tried on shirts in a long time i've gained weight,1
but it looks good with my dark blue leather blazer,1
but not that much of an issue,2
neck is true to size,2
but not the rest of the shirt,2
"good quality shirt, it does not wrinkle and it repels stains,",0
but fits more like a slim fit as opposed to a regular fit,0
"fits perfectly, length is",0
however long than expected,0
the shirt print was good and quality seemed ok,0
but it definitely is not a traditional regular fit,0
the description stated regular fit,2
but this shirt fit like a slim fitting shirt,2
but very pleased with the shirt,1
but it was not even close,2
the fabric is a bit rough,2
but other than that it is a very good shirt,2
color is good,0
but it?_s tight,0
"good quality,",0
but not the right fit for me,0
great shirt for the price,2
but comes out of dryer more wrinkled than my other dress shirts,2
"the sleeve length is perfect with my arms down,",0
but the sleeves ride up more than those on my other dress shirts when i raise my arms,0
"it's not horrible, mind you,",2
but i prefer a more opaque fabric,2
"you can solve this by occasionally wearing a blue shirt or a yellow shirt, if it matches your suit and socks,",0
but best practice is to wear a gleamingly new white shirt,0
once in a,0
"while i'll wear one of my favorites - a water-colored street scene in paris, or a dark blue tie with light blue colored turtles that i bought in switzerland -",0
but do not wear favorites over and over,0
"to wrap this up, this is a good and useful shirt,",1
but you must adhere to what i have said if you wish to appear well dressed,1
"but 4 stars for now, sorry",0
the colors and pattern is conservative  enough to be warn in a business setting,1
but is equally at home at a relaxed casual outing,1
"money was saved on the shirt fabric as it is a lightweight cotton and suitable,",0
but it isn't a more substantial weave and cotton you would expect to find on a fine shirt,0
so,0
while entirely suitable and attractive it will not replace a high end shirt if that's what you're expecting,0
"seem to fit pretty universally,",2
but for some reason i found this a bit big when he tried it on,2
"this is a regular cut,",2
but still seems a bit big in the chest area,2
"however, a good white shirt is always needed-and because this one seems to run a bit big, my husband can wear it with our without a tie-with for work, without for a more casual, business look",0
"the material is soft without being too sheer,",1
but has enough rigidity to not look sloppy,1
"i've cultivated a bit of a belly over the years, and this fits well through the midsection,",2
"but it's just a touch tight through the shoulders, and it's snug enough on the arms that flexing my bicep makes me feel like the hulkamaniac",2
"it doesn't give enough freedom of movement for the secret service,",0
"but if you're like me and you spend 8 hours sitting in front of a computer, it's not going to be a problem",0
"however, for an occasional dress shirt user who is on a budget, i just don't see how you could go wrong",1
"while yeah, i guess it *could* be used for casual wear",0
"it's 100% cotton, so it takes a light steaming or ironing,",1
but doesn't need a lot,1
"this is a thinner fabric,",1
but not flimsy or super-sheer,1
"you can always pay more for higher quality textiles,",1
but this was ridiculously too small,2
"however, overall it?_s a good shirt",1
"it is not slim fit,",0
but regular fit,0
i don't normally like wearing an undershirt,2
"but with this one, i would recommend it",2
"it is a little slim,",0
but i also gained a little weight,0
the fabric pattern is subtle,1
but nice,1
"however, i think the shirt fits a size too small, or maybe i am a size too big?",2
"it's a little thin in the fabric,",0
but is fine with an undershirt,0
stuff is really nice,0
but the color is too light,0
little on the large side,1
but very comfortable,1
one problem,2
however is that the sleeves are really long and i have fairly long arms,2
great when rolled up,2
but i will need arm braces to wear under a suit,2
i have lots of coloured shorts,1
but this allowed a sensible price short in white wrinkle free well easier to iron,1
good shirt,2
but the delivery service was terrible,2
feels like good quality,1
but not worn yet as using short sleeves,1
"material seems a little flimsy,",0
but not too bad,0
"but for $26 it is not bad, i just expected more",2
"given its low price, i was expecting only a reasonably made product,",1
but the quality of the shirt actually exceeds my expectation,1
this is the regular size that i take,2
but the body on these shirts was a little bit narrower than all my others,2
"very good shirt for the price, sleeve is a bit too long",1
but other than that don?_t hesitate,1
cotton is decent,0
but not great by any means,0
nice shirt and material,0
however it was too small,0
this one was close,0
"but as with most 2xl shirts they seem to increase the ""width/girth"" of the shirt",0
but not the length,0
i've tried 3xl shirts,0
but i could fit 2 of me in those things,0
"but after washing it on the gentle cycle with cold water, dried on low heat and ironed it shrunk down to a ""snug/uncomfortable"" size",2
"it will do for now,",0
the cut and styling is nothing special,0
"but the shirt does not look cheap, it's not a piece of clothing that will attract any attention",0
"the tailoring and needlework seem ok,",0
"but the 'poplin' material is very thin, providing a somewhat translucent look",0
but i guess you get what you pay for,0
looked like they were gone on the ironing board,0
but when i lifted it it they were still there,0
"i can't iron,",2
"but i do have a clothes steamer, which works fine with them",2
"they don't come out crisp,",0
but they are acceptable,0
"however, they are cheap enough that i am able to buy replacements",2
but the feel is horrible,2
"fit is not just right,",2
"but with room to shrink a bit over time,",2
"but, its plastic so it wont shrink",2
"but, people listen and get influenced by brand names, advertising and media",0
"but since he wears them every day, i wanted to get him more",1
"the thing is, the two he bought in the local store - the label said wrinkle free,",2
but they look wrinkled immediately out of the dryer and have to be touched up with an iron,2
"they are the same blue,",0
"but the van heusen shirt's color is fuller, richer, the blue really looks bluer",0
but it is the same color,0
"looked nice,",2
but if they can't provide more accurate information than this i'll avoid this brand in the future,2
it is a different type that doesn't show the thread on the outside,0
but it's there,0
it's good,0
but i had to wash it before i could wear it,0
"while the quality of the shirt is nice, the length of the shirt in the torso is way too short to stay tucked in all day",2
"however, shirt is not true black",0
price is great,0
but a mistake,0
"i will obviously have less dress shirts,",2
but they should last considerably longer,2
"the shirt fits well,",0
but,0
while the sleeves are long enough,0
"it will work for me because i don't need to tuck it in,",1
"but i can't imagine the sides would stay tucked in if i had to wear it that way, nor that they would for a guy",1
"i didn't expect these shirts to be top of the line quality materials based on the price,",1
but they definitely fell below my expectations and this is probably the last time i ever use amazon for any kind of clothing,1
"not only did two of the shirts have some tiny minor stains from the factory,",2
but there are loose ends everywhere,2
"they are great looking, pretty inexpensive shirts,",1
but they are too big,1
"my son will still wear these shirts and he wasn't looking for a fitted or slim cut,",0
but they are baggy,0
"he could definitely fit in a 17"" neck for this shirt,",0
but there were no instructions :,0
"nice shirt, good fit,",1
"but it was way overpackaged -- 16 separate pieces of bag, backers, labels, tags, and pins",1
"not only is this environmentally irresponsible,",2
but it makes the unpacking of the shirt a time consuming hassle,2
but the one we opened fit as a 17,0
"i washed it with 3 sheets of bounce in the dryer, came out not totally wrinkle free",2
but still less crumpled than those that cost $30-40,2
but our store no longer carries this brand,0
"the fabric is not as nice as the ones we've purchased before,",2
but the construction of it is about the worst i've seen,2
"if you get a good one they are great,",2
but be prepared to make returns,2
"i was skeptical after reading other reviews,",1
but the quality seems good,1
"my husband is just under 6'1"", and thin",0
"but athletic build, at about 185 lbs",0
he's a manager,0
but is often running around and active all day at work,0
"fyi if you order the 3 pack, they're not only packaged separately,",0
but they shipped separately as well,0
they fit as expected,0
"but they are a little short on length,",0
but not so much that they come up out of your pants,0
"the shirt feels very good and i love that it has a packet,",1
but it's to lose,1
"the chest too baggy, so knowing that, i should have ordered the slim fit for him,",2
but  he tied his tie with a double windsor and that took care of the,2
"my wife recommended that i get fitted at men's warehouse,",1
but i wanted to make a quick and easy purchase,1
"the only slight knock on these shirts is that they feel a just a tad thin,",0
"however they are still solid and well constructed, and their lightweight fabric is appreciated in that they don???feel heavy or suffocating",0
"i wanted a textured fabric with same color striping in pale blue,",1
but there must be an amazon ban on those of any brand,1
the new one looks similar,0
but is not to size,0
5 collar,0
it measures 16,0
but the label says 16,0
i???rather be able to use my metal ones,0
"but for this price, i??_ happily deal with it",0
"looks nice, washed well, lays nicely when worn, ordered17"" neck for elderly dad whose always worn 16-16 1/2",1
i have a fat neck and short arms,0
but not an overly protruding belly and i???not tall so i needed a shirt that would fit without being blousy or having really really long tails,0
"normally, i wear 15 1/2"" shirts,",0
"but recently i've found that 16s"" are more comfortable",0
"overall,",1
"however, the shirt is well made and comfortable",1
i can't say for certain,0
"but we assumed it was blood from whoever packaged the shirt, accidentally pricking themselves from placing all those pins",0
unfortunately i was in a position where i couldn't return or exchange the shirt,2
"but wanted to advise others, check the shirt thoroughly before wearing",2
i was particularly pleased with the  comfort,1
while seated,1
the fabric feels a bit lighter than other shirts i have,0
but it is an excellent buy for the money,0
"the overall fit is baggier that expected,",0
"but comparing it to $50-100 shirts, it's not fair to complain",0
"quality is not the best,",0
"but, not the worse either",0
"i thought i was getting a deep red,",0
but it's more like a clay or dark taracotta orange,0
"they claim to be wrinkle free,",2
"but after washing and drying and immediately removing from the dryer, i still had a little ironing to do",2
"shirt fits fine,",1
but packaging really leaves something to be desired,1
"i???send it back,",0
but it???already in my home,0
"not incredibly comfortable as more expensive options are,",2
but for the price i expected as much,2
i hope the collar retains it's point,2
"but if the collar stays get worn out from washing, i could see it deforming",2
"but the quality of this shirt was good, as expected from van h if you??_ work any of their shirts",1
next was a little tighter than my usual shirts,0
but i lived,0
washed and dried and was virtually wrinkle free,0
but if you want that crisp look your gonna have to iron it,0
i received a request for a promotion,0
while wearing this shirt,0
"but i'm 6'2"" and often order ""tall"" versions of shirts",0
too bad,2
but they're nice shirts all the same,2
"fabric is not as thick as i expected/hoped,",0
but fit to size,0
"great for daily wear,",0
"but will get a better brand at men's warehouse for fancier events, and pay about 100 bucks per shirt i know",0
"it seemed too stiff a fabric at first,",2
"but softened nicely when washed, quality is fine",2
"tight on his neck,",0
but all shirts are,0
i haven't washed it,0
but i'm praying it will come out well,0
the only redeemable quality was that the collar fit,2
but everything else was so so disappointing,2
"the shirt looks nice out of the box and the color is great,",0
but that's where the praise ends,0
"this is clearly a case of a company trying to save money,",2
but the customer pays the price,2
"when ordering clothes online you cannot try them on,",2
"but once you have ordered them once and find that they fit, it is more convenient to re-order clothes online that you know fit each time you need replacements",2
a they all claim to be poplin,2
but they have varying degrees of thickness and texture so either they aren't all poplin or the quality control varies,2
they've all performed marvelously for me,0
however so no issues,0
"however, they are cut for much larger chest sizes than in the past",0
"i bought the exact same shirt in purple and green,",2
but the purple seemed to be alot softer with better fabric and the black fabric seems a bit thinner in layers and definitely not as soft,2
and sadly the wrist fits great,2
but the arms seem a bit off and to big to be perportionate,2
however the state of the packaging of the shirt was atrocious,0
"anyways, besides the extensive wrinkling the shirt was not damaged, and its nothing a wash and ironing can't sort out,",2
but it definitely left a sour impression,2
"this is being used as part of a costume, so the shortcomings can be overlooked,",0
"but otherwise, i would have sent it back",0
but now you know,0
i'm a pretty big guy and hit the gym pretty regularly,2
"but holy moly, they are huge",2
i guess if you had 24 inch biceps you might a need a shirt like this,0
but for the normal human being they are way too big,0
but wrinkle resistant is a relative term,0
"i thought that by purchasing a van heusen shirt i could make sure that i would get a certain standard,",0
but just realized the brand does not guaranty same fit or quality across products,0
"shirt is nice quality,",1
"the neck and the rest of the shirt fit ok,",2
"i was hoping to buy more,",1
but i will try another brand to see if they fit better,1
i had the proper neck size and sleeve length,1
i bought it for a job interview,2
but it looks terrible,2
"but, the base of neck to shirt tail pattern is the same as a 15-32/33?",0
it was a bit tight in the neck,2
but he also has a larger neck so i'd say it would fit an average neck,2
"but, when it came out of the dryer it was ready to wear",0
this definitely is not permanent press regardless if you take it out of the dryer,0
while still damp and hang to finish drying or immediately take it out of dryer when completely dry,0
"i wish that i had returned them,",1
but was so disappointed by the quality i wanted nothing to do with the seller again,1
"i really enjoy this shirt,",1
but the collar is way to tight,1
"5 bigger and that did nothing,",0
but other than that the shirt was amazing,0
the shirt fits well,0
"but i could use a lil more space around the shoulders, chest and midsection",0
"it fits, almost just right,",0
but could be looser for my taste,0
but the waist is way too large,2
"but it never occurred to me that a ""regular fit would be so large",0
"it shrinks a little when you put it through a warm cycle in the washing machine,",0
but not a lot,0
"it's a standard shirt that isn't going to make you look excellent,",0
but it's cheap,0
but that might be my incredible personality and social skills rather than the shirt,0
"the product arrived on time, it was easy to get creases in the collar and sleeves",1
"while ironing, and it's a great looking and fitting shirt",1
"the neck size on this shirt was a good fit,",0
however the rest of the shirt was much larger than what we were expecting,0
the shirt said it was a medium,0
but fit like a large,0
"however, i always wear and under shirt so it isn???a big deal for me",0
"it's not exactly tailored,",2
but the cuff reaches past the suit sleeve,2
"it's thin fabric,",0
"but not too thin, just ordinary for a dress shirt",0
"the white is slightly see thru,",2
but otherwise its a loose fit regular shirt washes well and keeps up the shape,2
so like i said not sure if i would wear this to an event or black tie party,2
but for everyday usage its perfect,2
"it may shrink after washing,",2
"but for this series of concerts i did, it was perfect",2
but shirt fits perfectly,2
the collar fits perfectly,0
but the body of the shirt is so huge it makes him look like a brick house,0
but for the neck i absolutely adore the shirt,0
great shirt that was affordable,0
but quality,0
perfect for a server not too expensive,2
but still doesn???look cheap and it doesn???wrinkle often,2
it didn???look awkward,0
but the feeling was that it was on the tighter side,0
however i'm very impressed with the fit and quality of the shirt,1
i purchased this a,0
"while back and completely forgot about it for close to 8 months,",0
"i generally don't buy close on amazon,",2
but i have a few of the shirts already and they arrived in good shape and fit perfectly,2
"it does seem to get linty pretty easily,",0
but that's expected,0
the material isn't summer-shirt-thin,0
but is more the weight of a good dress shirt that you wear around the office,0
"i know you get some wrinkles after washing,",2
but not like this this,2
"as i get older, my neck gets thicker,",0
"but my arms stay at 32""",0
"not wrinkle free, may qualify as resistant",2
but nowhere near the wrinkle free shirts i have,2
"but if you order a well known brand name it goes well, though costs more than many deals on unknown brands",0
"i don't like loud goddy colored shirts for work,",0
but i do like to have an alternative to grey/white/black work shirts,0
i would have tried to discuss with a company rep before posting,0
but seller was not listed,0
this is a good shirt for the price it's not wrinkle free so it might require a little ironing if you wear it with a suit or dress jacket you can get by without ironing it the key is don't wear it to often since i have a variety of shirts i might go months in between wearing it,1
but you can't beat the price,1
we use to have a van heusen store near us,0
but unfortunately it closed down,0
however the fabric is a bit thin so you can sit his undershirt through it,2
"a little long in length,",0
but my husband is 5????ish so could just be a height issue,0
decent quality and decent color so far,2
but certainly not wrinkle free,2
i was trying to avoid going to the store with kids,0
but this was one time amazon failed me,0
"unfortunately, i wasn't 100% sure of the size and guessed at it",2
but it was too large,2
"i haven???had to dress up since forever,",0
but needed a white shirt for a funeral service,0
it's a good,1
but for the price,1
"however, i didn't expect how tight the shirt fit me, less money means less material i guess",2
"it also wasn???sized as advertised,",0
"but was an xs, not a 14",0
the shirt arrived and had those numbers,0
but also had xxl on tag too and it ended up being huge,0
i actually ordered it for myself to wear under sweaters because i like with a collar and sleeves show,0
but it was a stiff as a board so i had to return it,0
color and fit were great,1
"but man is ""wrinkle free"" a lie",1
i mean for example i just pulled 7 shirts out of the laundry and most of them make no claims of being wrinkle-free,0
but this one does and is the second most wrinkled shirt of the bunch,0
"so what idiot decided to send new shirts into the market smelling like tide? after a few washings it is out,",0
but not good,0
"they're light enough so that i can stand outside my bar in the summer and not sweat myself to death,",0
but heavy enough to keep me warm during the winter with a suit jacket and an overcoat,0
"its baggy,",2
but the worst part is the sleeve length,2
the van heusen fitted poplin dress shirt fits comfortably around my arms and torso and does not restrict any of my movements,1
while wearing,1
this shirt claims to be 36/37,0
"but, as my pictures demonstrate, the sleeves are nowhere near that",0
you would think they would stop placing stickers on the fabric so they dont damage the product,2
but nahh,2
"now i know that most companies do this,",0
but come on,0
"while not expensive, you can do a lot better just getting a fancy brand on sale at a department store",0
but my shirts were destroyed due to an unfortunate accident,0
but it must have actually been a 17,0
"a solid, low cost shirt for someone who is not trying to look like a billionaire or wall street mogul,",0
but needs a shirt that doesn't seem cheap to those around them,0
"i'm perplexed, this is all the brand ive ever bought for him for dress shirts and its never failed me up til now for sizing, or its not really fitted,",2
but was albelled as such,2
i haven't had an issue buying this brand from amazon before,1
but for some reason not only was the material a little extra thin on this shirt,1
but the sleeves run small,1
but i do now,0
i don't get it,0
but thank goodness for amazon returns,0
we would have returned it,2
but he wouldn't have had a shirt for his costume so we kept it anyway,2
"but as i stated, the body is not a fitted look -- lots of extra material",2
i normal,0
"but a 16, 34-35 shirt regular and deal with all the extra fabric around the middle",0
"my only complaint, would be the inseam length isn't very long,",2
"but maybe that would be solved by a ""tall"" fitted shirt",2
"while i certainly do not workout, i do have a v-shape torso that makes it difficult to find reasonably priced shirted that have the tapered look that i desire",0
my only real complaint is that it does still wrinkle a tiny bit which isn???a huge deal and the size i got fits good in some places,2
but it???too large and others,2
"would 100% recommend these for guys who want to consistently show up to work looking nice,",1
but don't want to spend hours ironing or money on dry cleaning,1
"it was a good, comfortable feel,",0
"but not exactly ""fitted"" which is perhaps a tall order for men's shirt sizing",0
"length of sleeves and color size is great,",0
but extra fabric in armpits and last,0
"i understand it's fitted,",0
but this is way fitted for my frame,0
yeah i'm chubby,0
but will probably come off soon,0
this shirt looks nice,0
but has a few flaws:,0
"but after wear and wash cycles, it is soft and wrinkle-free as long as i pull it from the dryer immediately when finished",0
the sleeves are fine,0
but the body of the shirt is huge,0
im not use to buy clothes from internet because of sizes,0
but thanks fully the shirt is true to size and fited perfect for me and i selected the fitted one because im skinny and normally all my shirts fits me like a potato bag ???in both sides,0
but man this shirt is perfect in every aspect specially if your skinny and for $15 bucks is a great deal 100% recommended,0
"however, that being said, it's a decent looking shirt and fits fine in all other aspects",0
but don't ignore the sleeve issue,0
i have a neck on the smaller side,0
but broad shoulders,0
"the quality is pretty good,",0
but it is not fantastic,0
"disclaimer: i have never ordered a dress shirt online before,",0
"but i know my measurements, so i gave it a go",0
"i am giving this a 3 star review becaue the sleeves on the shirt i received were too long, they say 32/33",0
"but fit much more like a 34/35, perhaps bigger than that",0
i know i am beyond the return period,0
but perhaps you can make an exception for my account which buys many things from you and does not return much,0
the shirt is fine,0
but it took to long to get here,0
"however, if you say something is going to be there by friday, it should be there by friday not two weeks later",2
i was disappointed,0
but for the price i won't complain,0
"regarding the material, it is slightly see through on the white shirts i bought,",0
"but, as another reviewer mentioned, that is what you get with this fabric",0
"quality of the shirt is fine,",0
but the sizing is inaccurate,0
5??32/33 and,1
"while it not a perfect fit, it???as close as one would hope",1
"however, if you get one that was rolled up in a ball and thrown into a plastic bag then they aren't so nice",2
"close enough to be wrinkle free,",0
but was more pleased with the fit,0
"i tried several times and even got the shirt wet again,",0
but it comes out more wrinkled,0
it fits me perfectly in the trunk,0
but the neck is too tight,0
but the shirt would drape me like a tent,0
"fitted shirts are perfect for the athletic physique,",0
however they typically carry a higher price tag,0
"i have purchased van heusen shirts from jc penny, so i know the quality and fit are perfect,",1
however the price here on amazon is greater than half off in a retail establishment,1
"i wouldn't wear it to an important function,",0
"but for a normal day at the office, it's perfectly fine",0
"the fabric quality is a good value for the price,",0
but it's a bit coarse and thin compared to other shirts you can buy,0
"if you can afford it, my suggestion is owning one or more of these for standard use,",0
but also owning one really good shirt for your most important occasions,0
nothing fancy,0
but good quality,0
"however, years ago van heusen's ""gold"" label of fitted shirts fit even better and was a slightly higher quality material",1
"shirt was quite large through the chest,",0
but absolutely billowing in the trunk,0
but i was blown away with this dress shirt,0
"the shirt i received was branded and packaged under a van heusen label,",0
but the quality of this product was definitely not what i'm used to from this brand,0
"gets two stars instead of one because technically, it can be worn if you take a pair of scissors and trim all the stray threads,",0
but one shouldn't have to do that,0
"i thought this ""fitted"" shirt was the same as ""slim fit"",",0
but it has a standard baggy chest and sleeves with a waist a little bigger than the slim fit,0
"i guess it's designed for bodybuilders with huge chests and arms, and no beer belly,",0
but it looks ridiculous on most people,0
the price is right,0
but the fit is all wrong,0
it comes with stays in the collar,0
"but no slot, so you can't insert your own",0
but there was no slot to insert one to make it less flimsy,0
"these are very nice shirts,",0
but i feel that they require ironing so i only gave 4 stars,0
the fitted shirt is just slightly tapered at mid section,0
but not tight,0
"for all of us with 18-inch necks, 32/33-inch sleeves, and the need for a fitted shirt, such shirt was all",0
but impossible to find at local stores,0
"in terms of quality, no they aren't going to last through daily use,",0
but for the price you cannot go wrong,0
nothing serious,0
but important to mention,0
longer than expected,0
but not a deal breaker as it???easy to tuck in,0
"i suppose if you took them out of the dryer right away you wouldn't even need to iron them,",0
but i can't seem to get the timing right,0
"for my 6' tall adult son who has broad/built shoulders and long arms,",0
but is very slim in the waist,0
"the item description sounded perfect for his body shape,",0
but the shirt was too large in the torso area and sleeves,0
"the neck and sleeve length were the right size,",0
but it was too big &amp,0
"we were hoping for a slim fit,",0
but unfortunately it's not,0
for me,2
"however, i won't buy them again",2
"not very wrinkle resistant at all and the ""fitted"" size is much to big if you want a more snug fit",0
but not tight,0
i have bought other shirts from them and i feel like they will sometimes get worn at the collar or at the end of the sleeves,0
but that hasn't happened yet with this one,0
the neck and sleeve lengths were fine,0
"but the cut was not a ""fitted"" cut",0
"the material quality is good, soft",0
but definitely not wrinkle-free,0
"material is a little scratchy compared to higher end shirts,",0
but not too bad,0
"i like that it is not skinny like a slim fit,",0
but has a nice fitted appearance,0
"i????always been happy with van heusen shirts,",0
"but this one is not a ??獄?_id??white, as it???advertised",0
"but since these are a poly/cotton blend, they really do resist wrinkles very well",0
"perhaps a bit thin,",0
but not a problem for me because i always wear an undershirt,0
however i work in a tech field that often takes me onto job sites and other places that can be hard on clothes,0
however that may be a concern if you wear this without any undershirt,0
good shirt,0
but would have preferred slim fit i guess,0
i am 16 1/2 and a lot of times shirts claim to be that size,0
but are not,0
yep fits,0
but is a very tight fit around the waist,0
"looks surprisingly good,",0
"but i wish it were just a little longer, because after a few high reaches and a couple of bends, i had trouble keeping it tucked in",0
"i would have given it 5 stars,",0
"but it's not the softest material, and i found it a little bit prickly",0
"the pocket yielded pretty quickly to my aggressive pen use and needed to be resown,",0
but otherwise good,0
not horribly so,2
but still a lil baggy,2
"has a pretty cheap feel to it,",0
but then again it's an inexpensive shirt,0
no men???dress shirt is ??驪__nkle-free??,0
but this shirt works well,0
its actually pretty interesting,0
but will offset photos,0
"material is lighter weight and thinner,",0
"but with a proper undershirt, it???fine for most indoor settings",0
but it should have been repacked with more care before being sent out again,0
"i don't have 'thick' wrists by any standard,",0
but the cuff was tight from the beginning and after just a few wears the sleeve began to tear out,0
the final product is okay,0
but the job screening could clearly be much better,0
"material is not van husen's softer poplin,",0
but still pretty nice,0
but it seems shorter than even their normal shirts,2
"not as wrinkle free as i would have liked, still have to iron them",0
but it???not as bad,0
"i haven't washed the shirt yet so i can't comment on color durabiity etc,",2
but if there is anything i'll update this review,2
i like the fit of these shirts,0
but it's unwearable because of a weird blue stain and some brown stains,0
"wish the photos would more closely represent what you get,",0
"but maybe it is subjective? even with that though, i can't give this more than one star",0
but then i'm not in as good of shape as i once was,0
"they're acceptable,",0
but i have other dress shirts,0
"the shirt was ""fitted""",0
but still had a significant amount of excess fabric hanging out the sides of the trousers,0
"fitted poplin style fixed that problem for me,",0
while still leaving the slim fit waist contour,0
the shirt is of good quality,0
but was way bigger than i anticipated,0
great quality shirt,0
but definitely not a ???_?ted fit??,0
i???6?? and 205 pounds have long arms so i thought the 36/37 sleeve would also dictate the athletic taper,0
but it???way too baggy around the waist and is hard to tuck in all the extra material,0
i still wear the shirt for work,0
but doing any kind of movement has an unneeded strain,0
i bought the same exact shirt years ago and it was the correct length,0
but this is definitely faulty,0
"i ordered a size that fits my neck comfortably,",0
but not snug,0
with a 17 inch neck you kind of expect proportional sizing,0
"but not only is this short it is too small to go around, i'm big",0
